Inventory Type,Sectors Sector,Category Full,Category Label,Source Full,Source Label,Source Units,concept,value
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,CY 2019 tCO2e (100 yr GWP),9014317.66
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,CY 2019 tCO2e (100 yr GWP),126636.36
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,CY 2019 tCO2e (100 yr GWP),0.0
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,CY 2019 tCO2e (100 yr GWP),13862.88
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,CY 2019 tCO2e (100 yr GWP),0.0
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,CY 2019 tCO2e (100 yr GWP),411586.05
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,CY 2019 tCO2e (100 yr GWP),364863.77
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,CY 2019 tCO2e (100 yr GWP),2516.1
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,CY 2019 tCO2e (100 yr GWP),557.63
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,CY 2019 tCO2e (100 yr GWP),83439.66
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,CY 2019 tCO2e (100 yr GWP),1279566.64
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,CY 2019 tCO2e (100 yr GWP),5377.98
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,CY 2019 tCO2e (100 yr GWP),601.02
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,CY 2019 tCO2e (100 yr GWP),0.0
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,CY 2019 tCO2e (100 yr GWP),66962.3
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,CY 2019 tCO2e (100 yr GWP),378.66
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,CY 2019 tCO2e (100 yr GWP),1669.7
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,CY 2019 tCO2e (100 yr GWP),1366205.25
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,CY 2019 tCO2e (100 yr GWP),0.0
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,CY 2019 tCO2e (100 yr GWP),0.0
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,CY 2019 tCO2e (100 yr GWP),26217.33
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,CY 2019 tCO2e (100 yr GWP),51184.31
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,CY 2019 tCO2e (100 yr GWP),0.0
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,CY 2019 tCO2e (100 yr GWP),427487.0
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,CY 2019 tCO2e (100 yr GWP),56027.02
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,CY 2019 tCO2e (100 yr GWP),0.0
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,CY 2019 tCO2e (100 yr GWP),0.0
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,CY 2019 tCO2e (100 yr GWP),645635.99
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,CY 2019 tCO2e (100 yr GWP),17506.65
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,CY 2019 tCO2e (100 yr GWP),0.0
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,CY 2019 tCO2e (100 yr GWP),100608.36
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,CY 2019 tCO2e (100 yr GWP),0.0
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,CY 2019 tCO2e (100 yr GWP),1684.34
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,CY 2019 tCO2e (100 yr GWP),1905078.73
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,CY 2019 tCO2e (100 yr GWP),13245.36
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,CY 2019 tCO2e (100 yr GWP),169948.59
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,CY 2019 tCO2e (100 yr GWP),66996.1
Total,Total,Total,Total,Total,Total,Total,CY 2019 tCO2e (100 yr GWP),53358947.35
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,CY 2019 Source MMBtu,18991308.38
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,CY 2019 Source MMBtu,8418019.36
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,CY 2019 Source MMBtu,0.0
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,CY 2019 Source MMBtu,2087487.11
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,CY 2019 Source MMBtu,134119610.12
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,CY 2019 Source MMBtu,203084576.09
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,CY 2019 Source MMBtu,8847322.62
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,CY 2019 Source MMBtu,134119610.12
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,CY 2019 Source MMBtu,8847322.62
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,CY 2019 Source MMBtu,203084576.09
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,CY 2019 Source MMBtu,203084576.09
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,CY 2019 Source MMBtu,10761722.9
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,CY 2019 Source MMBtu,1502437.35
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,CY 2019 Source MMBtu,0.0
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,CY 2019 Source MMBtu,525479.36
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,CY 2019 Source MMBtu,211007873.4
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,CY 2019 Source MMBtu,131490276.34
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,CY 2019 Source MMBtu,15127490.71
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,CY 2019 Source MMBtu,211007873.4
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,CY 2019 Source MMBtu,15127490.71
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,CY 2019 Source MMBtu,131490276.34
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,CY 2019 Source MMBtu,131490276.34
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,CY 2019 Source MMBtu,2481024.27
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,CY 2019 Source MMBtu,323705.51
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,CY 2019 Source MMBtu,0.0
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,CY 2019 Source MMBtu,93283.8
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,CY 2019 Source MMBtu,77777865.61
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,CY 2019 Source MMBtu,30502825.54
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,CY 2019 Source MMBtu,4538247.22
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,CY 2019 Source MMBtu,77777865.61
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,CY 2019 Source MMBtu,4538247.22
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,CY 2019 Source MMBtu,30502825.54
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,CY 2019 Source MMBtu,30502825.54
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,CY 2019 Source MMBtu,0.0
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,CY 2019 Source MMBtu,168821959.81
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,CY 2019 Source MMBtu,2185407.72
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,CY 2019 Source MMBtu,0.0
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,CY 2019 Source MMBtu,416575.01
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,CY 2019 Source MMBtu,0.0
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,CY 2019 Source MMBtu,3592995.94
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,CY 2019 Source MMBtu,3467454.88
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,CY 2019 Source MMBtu,16585.01
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,CY 2019 Source MMBtu,16756.74
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,CY 2019 Source MMBtu,1186664.19
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,CY 2019 Source MMBtu,18482850.11
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,CY 2019 Source MMBtu,101962.61
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,CY 2019 Source MMBtu,18060.43
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,CY 2019 Source MMBtu,0.0
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,CY 2019 Source MMBtu,948215.12
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,CY 2019 Source MMBtu,5156.12
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,CY 2019 Source MMBtu,24814.93
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,CY 2019 Source MMBtu,25084654.59
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,CY 2019 Source MMBtu,0.0
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,CY 2019 Source MMBtu,0.0
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,CY 2019 Source MMBtu,277925.89
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,CY 2019 Source MMBtu,625328.41
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,CY 2019 Source MMBtu,0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,CY 2019 Source MMBtu,0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,CY 2019 Source MMBtu,0.0
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,CY 2019 Source MMBtu,16585.01
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,CY 2019 Source MMBtu,16585.01
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,CY 2019 Source MMBtu,101962.61
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,CY 2019 Source MMBtu,101962.61
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,CY 2019 Source MMBtu,5156.12
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,CY 2019 Source MMBtu,5156.12
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,CY 2019 Source MMBtu,416575.01
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,CY 2019 Source MMBtu,16756.74
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,CY 2019 Source MMBtu,18060.43
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,CY 2019 Source MMBtu,0.0
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,CY 2019 Source MMBtu,0.0
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,CY 2019 Source MMBtu,5971048.02
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,CY 2019 Source MMBtu,1015525.18
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,CY 2019 Source MMBtu,1015525.18
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,CY 2019 Source MMBtu,1015525.18
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,CY 2019 Source MMBtu,19401156.03
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,CY 2019 Source MMBtu,235825.06
